Text,Speaker,Episode,Season,Show,sentiment_score,sentiment_label,mapped,bracket,accumulative_sentiment,average_sentiment
  Where was he?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones,2.842643976211548,NEGATIVE,tyrion lannister,,-4.563850164413451,-0.05069124423963134
"  With his other 18,000 men.",Tywin Lannister,e9-Baelor,season-01,Game-of-Thrones,2.519603967666626,POSITIVE,tywin lannister,,-34.17640286684036,-0.3333333333333333
  And where are they?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones,3.0688488483428955,NEGATIVE,tyrion lannister,,-7.632699012756347,-0.05504587155963303
"  We should go, my lady.",Rodrik Cassel,e9-Baelor,season-01,Game-of-Thrones,3.885496854782105,POSITIVE,rodrik cassel,,13.730613231658936,0.6666666666666666
  No!,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones,3.3754255771636963,NEGATIVE,catelyn stark,,-52.69047820568085,-0.14473684210526316
  My lady!,Rodrik Cassel,e9-Baelor,season-01,Game-of-Thrones,3.698090076446533,POSITIVE,rodrik cassel,,17.42870330810547,0.7142857142857143
"  By the time they knew what was happening, it had already happened.",Robb Stark,e9-Baelor,season-01,Game-of-Thrones,3.473836660385132,NEGATIVE,robb stark,,-23.756702706217766,-0.13402061855670103
"  Lady Stark. l'd offer you my sword, but l seem to have lost it.",Jaime Lannister,e9-Baelor,season-01,Game-of-Thrones,4.151967525482178,NEGATIVE,jaime lannister,,-61.784986071288586,-0.2839506172839506
  lt is not your sword l want. Give me my daughters back. Give me my husband.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones,3.9612200260162354,NEGATIVE,catelyn stark,,-56.65169823169708,-0.1503267973856209
"  l've lost them too, l'm afraid.",Jaime Lannister,e9-Baelor,season-01,Game-of-Thrones,4.065902233123779,NEGATIVE,jaime lannister,,-65.85088830441236,-0.2926829268292683
"  Kill him, Robb. Send his head to his father. He cut down ten of our men. You saw him.",Theon Greyjoy,e9-Baelor,season-01,Game-of-Thrones,1.4377177953720093,NEGATIVE,theon greyjoy,,-10.471724301576614,-0.1232876712328767
  He's more use to us alive than dead.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones,1.6530357599258425,NEGATIVE,robb stark,,-25.409738466143608,-0.14285714285714285
  Take him away and put him in irons.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones,0.9051573872566224,NEGATIVE,catelyn stark,,-57.556855618953705,-0.15584415584415584
"  lf we do it your way, Kingslayer, you'd win. We're not doing it your way.",Robb Stark,e9-Baelor,season-01,Game-of-Thrones,2.247522592544556,POSITIVE,robb stark,,-23.162215873599052,-0.13131313131313133
"  Come on, pretty man.",Greatjon Umber,e9-Baelor,season-01,Game-of-Thrones,3.0022995471954346,POSITIVE,greatjon umber,,-9.142285786569118,-0.3333333333333333
"  l sent 2,000 men to their graves today.",Robb Stark,e9-Baelor,season-01,Game-of-Thrones,2.151986837387085,NEGATIVE,robb stark,,-25.314202710986137,-0.14
  The bards will sing songs of their sacrifice.,Theon Greyjoy,e9-Baelor,season-01,Game-of-Thrones,2.6481049060821533,POSITIVE,theon greyjoy,,-7.823619395494461,-0.10810810810810811
  Aye. But the dead won't hear them. (making a speech to his bannermen) One victory does not make us conquerors. Did we free my father? Did we rescue my sisters from the queen? Did we free the North from those who want us on our knees? This war is far from over.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones,2.7362992763519287,NEGATIVE,robb stark,,-28.050501987338066,-0.1485148514851485
  Could l have one? A lemon one or any of them.,Arya Stark,e9-Baelor,season-01,Game-of-Thrones,2.6169378757476807,NEGATIVE,arya stark,,-91.102588057518,-0.32653061224489793
  How about a nice fat pigeon?,Arya Stark,e9-Baelor,season-01,Game-of-Thrones,2.6351869106292725,NEGATIVE,arya stark,,-93.73777496814728,-0.3333333333333333
  Do you have any stale ones from yesterday? Or any burnt ones?,Arya Stark,e9-Baelor,season-01,Game-of-Thrones,4.258720874786377,NEGATIVE,arya stark,,-97.99649584293365,-0.34
"  Hey, where's everyone going? What's happening?",Arya Stark,e9-Baelor,season-01,Game-of-Thrones,0.2799956500530243,NEGATIVE,arya stark,,-98.27649149298668,-0.3465346534653465
  Who?,Arya Stark,e9-Baelor,season-01,Game-of-Thrones,2.931793212890625,NEGATIVE,arya stark,,-101.2082847058773,-0.35294117647058826
"  My mother wishes me to let Lord Eddard join The Night's Watch. Stripped of all titles and powers, he would serve the realm in permanent exile. And My Lady Sansa has begged mercy for her father. But they have the soft hearts of women. So long as I am your King, treason shall never go unpunished. Ser Ilyn, bring me his head!",Joffrey Baratheon,e9-Baelor,season-01,Game-of-Thrones,2.53374457359314,POSITIVE,joffrey baratheon,,14.322007894515991,0.08
"  No, stop! Please, someone stop him!",Sansa Stark,e9-Baelor,season-01,Game-of-Thrones,3.823448419570923,NEGATIVE,sansa stark,,-56.47782975435257,-0.22
 Don't look!,Yoren,e9-Baelor,season-01,Game-of-Thrones,3.5865285396575928,NEGATIVE,yoren,,-16.85758477449417,-0.2727272727272727
  Let me go.,Arya Stark,e9-Baelor,season-01,Game-of-Thrones,2.0582590103149414,POSITIVE,arya stark,,-99.15002569556236,-0.33980582524271846
  Shut your mouth. Look at me.,Yoren,e9-Baelor,season-01,Game-of-Thrones,1.2456676959991455,POSITIVE,yoren,,-15.611917078495026,-0.21739130434782608
"  Stop him, stop!",Sansa Stark,e9-Baelor,season-01,Game-of-Thrones,3.875498056411743,NEGATIVE,sansa stark,,-60.35332781076431,-0.22772277227722773
" (Quietly) Well struck… (Louder) Well struck, Dog.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.0701496601104736,POSITIVE,joffrey baratheon,,17.392157554626465,0.09803921568627451
 Did you like that?,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.5631673336029053,POSITIVE,joffrey baratheon,,20.95532488822937,0.11538461538461539
" It was well struck, Your Grace.",SANSA,e1-The North Remembers,season-02,Game-of-Thrones,4.180438995361328,POSITIVE,sansa stark,,-56.172888815402985,-0.21568627450980393
 I already said it was well struck.,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.5491883754730225,POSITIVE,joffrey baratheon,,24.504513263702393,0.1320754716981132
" Yes, Your Grace.",SANSA,e1-The North Remembers,season-02,Game-of-Thrones,4.514303207397461,POSITIVE,sansa stark,,-51.658585608005524,-0.20388349514563106
 Who's next?,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,1.1340123414993286,NEGATIVE,joffrey baratheon,,23.370500922203064,0.1111111111111111
 Are you drunk?,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.450703382492065,NEGATIVE,joffrey baratheon,,19.919797539711,0.09090909090909091
" Two cups? (Dontos nods). That's not much at all. (Joffrey gestures to some wine). Please, have another cup.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,4.448288917541504,NEGATIVE,joffrey baratheon,,15.471508622169495,0.07142857142857142
" Yes, to celebrate my name day. (Smiles) Have two, have as much as you like.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,4.361812591552734,POSITIVE,joffrey baratheon,,19.83332121372223,0.08771929824561403
" Ser Meryn, help Ser Dontos celebrate my name day. See that he drinks his fill.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.3118972778320312,POSITIVE,joffrey baratheon,,23.14521849155426,0.10344827586206896
 You can't!,SANSA,e1-The North Remembers,season-02,Game-of-Thrones,3.0393311977386475,NEGATIVE,sansa stark,,-54.69791680574417,-0.21153846153846154
 What did you say? Did you say I can't?,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.045470714569092,NEGATIVE,joffrey baratheon,,20.09974777698517,0.0847457627118644
 I only meant… it would be bad luck to kill a man on your name day.,SANSA,e1-The North Remembers,season-02,Game-of-Thrones,2.7414231300354004,NEGATIVE,sansa stark,,-57.43933993577957,-0.21904761904761905
 What kind of stupid peasant's superstition...,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,4.219789981842041,NEGATIVE,joffrey baratheon,,15.879957795143127,0.06666666666666667
" (Sighs). Take him away. I'll have him killed tomorrow, the fool.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.477295160293579,NEGATIVE,joffrey baratheon,,12.402662634849548,0.04918032786885246
" Did you hear My Lady, Ser Dontos? (Ser Dontos is forced onto his feet). From this day, (Standing up), you'll be my new fool.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,0.2734945714473724,NEGATIVE,joffrey baratheon,,12.129168063402176,0.03225806451612903
 Beloved nephew.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,4.416851043701172,POSITIVE,tyrion lannister,,-3.215847969055175,-0.0502283105022831
 We looked for you on the battlefield. (Joffrey sits down). You were nowhere to be found.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.809059858322144,NEGATIVE,tyrion lannister,,-7.024907827377319,-0.05454545454545454
" I've been here, ruling the kingdoms.",JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,2.6494839191436768,POSITIVE,joffrey baratheon,,14.778651982545853,0.047619047619047616
" What a fine job you've done. (Turns to Myrcella). Look at you. (Kisses her). More beautiful than ever. (Turns to Tommen). And you! You, you're going to be bigger than the Hound, but much better looking. (Tyrion smiles. He and Myrcella laugh). This one doesn't like me.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.9914727210998535,POSITIVE,tyrion lannister,,-3.033435106277466,-0.049773755656108594
 Can't imagine why.,BRONN,e1-The North Remembers,season-02,Game-of-Thrones,2.8910999298095703,NEGATIVE,bronn,,-16.173058584332466,-0.1794871794871795
 We heard you were dead.,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.063206911087036,NEGATIVE,joffrey baratheon,,11.715445071458817,0.03125
 I'm glad you're not dead.,MYRCELLA,e1-The North Remembers,season-02,Game-of-Thrones,2.6208999156951904,POSITIVE,myrcella baratheon,,-0.08948993682861373,0.0
" Me, too, dear. Death is so boring, especially now with so much excitement in the world. (Looks at Sansa). My Lady, I'm sorry for your loss.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.205038785934448,NEGATIVE,tyrion lannister,,-5.238473892211914,-0.05405405405405406
 Her loss? Her father was a confessed traitor!,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,3.293446779251098,NEGATIVE,joffrey baratheon,,8.421998292207718,0.015384615384615385
 But still her father. Surely having so recently lost your own beloved father you can sympathize.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.013002634048462,POSITIVE,tyrion lannister,,-2.225471258163452,-0.04932735426008968
" My father was a traitor. My mother and brother are traitors, too. I am loyal to my beloved Joffrey.",SANSA,e1-The North Remembers,season-02,Game-of-Thrones,2.881134510040283,POSITIVE,sansa stark,,-54.55820542573929,-0.20754716981132076
 Of course you are.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,4.4395904541015625,POSITIVE,tyrion lannister,,2.2141191959381104,-0.044642857142857144
" Well, (Gulps down his wine), enjoy your name day, Your Grace. Wish I could stay and celebrate, but there is work to be done.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.3248116970062256,POSITIVE,tyrion lannister,,4.538930892944336,-0.04
 What work? (Bronn and the tribesmen follow Tyrion. Joffrey stands up). Why are you here?,JOFFREY,e1-The North Remembers,season-02,Game-of-Thrones,0.7033885717391968,POSITIVE,joffrey baratheon,,9.125386863946915,0.030303030303030304
" The raven arrived from the Citadel this morning, Your Grace. The conclave has met, (The man sets the cage down and removes the cover), considered reports from Maesters all over the Seven Kingdoms, and declared this great summer done, at last. The longest summer in living memory.",PYCELLE,e1-The North Remembers,season-02,Game-of-Thrones,3.288040399551392,POSITIVE,pycelle,,3.288040399551392,1.0
" The peasants say, a long summer means an even longer winter.",VARYS,e1-The North Remembers,season-02,Game-of-Thrones,1.4448925256729126,NEGATIVE,varys,,16.603586226701736,0.07692307692307693
 A common superstition.,PYCELLE,e1-The North Remembers,season-02,Game-of-Thrones,1.7433091402053833,NEGATIVE,pycelle,,1.5447312593460087,0.0
" The city's drowning in refugees, Your Grace, fleeing the war. We have nowhere to house them, and with winter coming, it'll only get worse.",JANOS,e1-The North Remembers,season-02,Game-of-Thrones,4.590795516967773,NEGATIVE,janos slynt,,1.6610915660858154,0.14285714285714285
" You command the City Watch, do you not, Lord Slynt?",CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,1.2809057235717771,NEGATIVE,cersei lannister,,37.561548471450806,0.1836734693877551
" I do, Your Grace.",JANOS,e1-The North Remembers,season-02,Game-of-Thrones,4.326738357543945,POSITIVE,janos slynt,,5.987829923629761,0.25
 And are you not a Lord at my command?,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,3.421780824661255,NEGATIVE,cersei lannister,,34.13976764678955,0.16
" I owe my title and lands to your generosity, Your Grace.",JANOS,e1-The North Remembers,season-02,Game-of-Thrones,4.401584625244141,POSITIVE,janos slynt,,10.389414548873901,0.3333333333333333
" Then do your job. Shut the gates to the peasants. They belong in the field, not our capital.",CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,1.878119945526123,NEGATIVE,cersei lannister,,32.26164770126343,0.13725490196078433
" Yes, Your Grace.",JANOS,e1-The North Remembers,season-02,Game-of-Thrones,4.514303207397461,POSITIVE,janos slynt,,14.903717756271362,0.4
" Don't get up. More ravishing than ever, big sister. (Kisses Cersei on the cheek). War agrees with you. Forgive the interruption, carry on.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.437744379043579,POSITIVE,tyrion lannister,,7.976675271987915,-0.035398230088495575
 What are you doing here?,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,1.928785920143128,NEGATIVE,cersei lannister,,30.3328617811203,0.11538461538461539
" (Sits down) It's been a remarkable journey. I, (grabs a glass), pissed off the edge of the Wall, I slept in a sky cell. (Pours himself wine). I fought with the hill tribes. So many adventures, so much to be thankful for.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.0203986167907715,POSITIVE,tyrion lannister,,9.997073888778687,-0.030837004405286344
 What are you doing here? This is the small council.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,1.8146332502365112,NEGATIVE,cersei lannister,,28.51822853088379,0.09433962264150944
" Yes., well, I, do believe the Hand of the King is welcome at all small council meetings.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.5038392543792725,POSITIVE,tyrion lannister,,13.500913143157959,-0.02631578947368421
 Our father is Hand of the King.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,3.5102312564849854,POSITIVE,cersei lannister,,32.028459787368774,0.1111111111111111
" Yes, but in his absence…",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,0.8607844710350037,NEGATIVE,tyrion lannister,,12.640128672122955,-0.03056768558951965
 Your father has named Lord Tyrion to serve as Hand in his stead while he fights -,VARYS,e1-The North Remembers,season-02,Game-of-Thrones,1.869733452796936,POSITIVE,varys,,18.473319679498672,0.09090909090909091
 Out! All of you out. (The small council members all get up and leave until it is only Cersei and Tyrion. Cersei stands up and approaches Tyrion). I would like to know how you tricked father into this.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,2.7880475521087646,POSITIVE,cersei lannister,,34.81650733947754,0.12727272727272726
" If I were capable of tricking father, I'd be emperor of the world by now. You brought this on yourself. (Cersei sits down).",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,1.2824740409851074,POSITIVE,tyrion lannister,,13.922602713108063,-0.02608695652173913
 I've done nothing.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,3.2627735137939453,NEGATIVE,cersei lannister,,31.553733825683594,0.10714285714285714
 Quite right. You did nothing when your son called for Ned Stark's head. Now the entire North has risen up against us.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.249408721923828,POSITIVE,tyrion lannister,,16.17201143503189,-0.021645021645021644
 I tried to stop it.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,3.54587721824646,NEGATIVE,cersei lannister,,28.007856607437134,0.08771929824561403
 Did you? You failed. That bit of theater will haunt our family for a generation.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.343446969985962,POSITIVE,tyrion lannister,,18.515458405017853,-0.017241379310344827
 Robb Stark is a child.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,1.404219150543213,POSITIVE,cersei lannister,,29.412075757980347,0.10344827586206896
 Who's won every battle he's fought. Do you understand we're losing the war?,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,0.204317033290863,POSITIVE,tyrion lannister,,18.719775438308716,-0.012875536480686695
 What do you know about warfare?,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,2.585097312927246,NEGATIVE,cersei lannister,,26.8269784450531,0.0847457627118644
 Nothing. But I know people. And I know that our enemies hate each other almost as much as they hate us.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.433953285217285,NEGATIVE,tyrion lannister,,16.28582215309143,-0.017094017094017096
 Joffrey is King.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,3.659229278564453,POSITIVE,cersei lannister,,30.486207723617554,0.1
 Joffrey is King.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.659229278564453,POSITIVE,tyrion lannister,,19.945051431655884,-0.01276595744680851
 You are here to advise him.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,2.603943586349488,POSITIVE,cersei lannister,,33.09015130996704,0.11475409836065574
" I'm only here to advise him. And if the King listens to what I say, the King might just get his Uncle Jaime back.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.328442573547364,NEGATIVE,tyrion lannister,,16.61660885810852,-0.01694915254237288
 How?,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,2.8390777111053467,NEGATIVE,cersei lannister,,30.251073598861694,0.0967741935483871
 You love your children. It's your one redeeming quality. That and your cheekbones. The Starks love their children as well. And we have two of them.,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,4.595626831054688,POSITIVE,tyrion lannister,,21.212235689163208,-0.012658227848101266
 One.,CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,2.2012779712677,POSITIVE,cersei lannister,,32.452351570129395,0.1111111111111111
 One?,TYRION,e1-The North Remembers,season-02,Game-of-Thrones,2.0076444149017334,NEGATIVE,tyrion lannister,,19.204591274261475,-0.01680672268907563
" Arya, little animal, she disappeared.",CERSEI,e1-The North Remembers,season-02,Game-of-Thrones,2.9205775260925293,NEGATIVE,cersei lannister,,29.531774044036865,0.09375
" Disappeared? What, in a puff of smoke? We had three Starks to trade. You chopped one's head off and let another escape. Father will be furious. It must be odd for you to be the disappointing child.",TYRION,e1-The North Remembers,season-02,Game-of-Thrones,3.6128084659576416,NEGATIVE,tyrion lannister,,15.591782808303833,-0.02092050209205021
" My Lord, may the Old Gods watch over your brother and all our northern sons.",LORD,e1-The North Remembers,season-02,Game-of-Thrones,2.5934653282165527,POSITIVE,lord of bones,,2.5934653282165527,1.0
" The walls of my Holdfast will not stand the winter. The stones were last mortared in the time of King Aerys, and I'm afraid the masons today are not fit to carry their fathers' hammers. When I was a boy, I remember seeing them put up a new tower at Torrhen's Square in a summer. Men worked back then. Today, my Holdfast looks like it was built by drunk children. At night you can hear the wind howling through the gaps. And the Gods forbid it rains. Why, I might as well sleep beneath a waterfall.",LORD,e1-The North Remembers,season-02,Game-of-Thrones,3.878225088119507,NEGATIVE,lord of bones,,-1.284759759902954,0.0
 Maintenance of a Holdfast generally falls to the lord of that Holdfast.,LUWIN,e1-The North Remembers,season-02,Game-of-Thrones,0.4214714467525482,POSITIVE,luwin,,-0.17606094479560852,0.0
" Generally, yes, but I've sent all the young men off to fight Robb Stark's war.",LORD,e1-The North Remembers,season-02,Game-of-Thrones,0.2424990981817245,NEGATIVE,lord of bones,,-1.5272588580846786,-0.3333333333333333
 King Robb. And it's not his war. He didn't choose it.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,2.63318943977356,NEGATIVE,bran stark,,-31.02362211048603,-0.15789473684210525
" Maybe not, My Lord, but he called in his Banners, and took the men.",LORD,e1-The North Remembers,season-02,Game-of-Thrones,2.269296169281006,POSITIVE,lord of bones,,0.7420373111963272,0.0
" Joffrey killed my father, your liege lord. Do you remember your vows, Ser?",BRAN,e1-The North Remembers,season-02,Game-of-Thrones,1.2091864347457886,NEGATIVE,bran stark,,-32.23280854523182,-0.1724137931034483
 Of course I remember!,LORD,e1-The North Remembers,season-02,Game-of-Thrones,4.206069946289063,POSITIVE,lord of bones,,4.948107257485391,0.2
" We can spare four masons for a week, My Lord. Will that be sufficient to repair your walls?",LUWIN,e1-The North Remembers,season-02,Game-of-Thrones,3.255087852478028,NEGATIVE,luwin,,-3.4311487972736363,-0.14285714285714285
" We didn't want him here all day, did we?",LUWIN,e1-The North Remembers,season-02,Game-of-Thrones,3.6555488109588623,NEGATIVE,luwin,,-7.086697608232498,-0.25
 I didn't like the way he was talking about Robb.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,2.7915542125701904,NEGATIVE,bran stark,,-35.02436275780201,-0.1864406779661017
 Nor did I. But listening to people you'd rather not listen to is one of your responsibilities as Lord of Winterfell. (Bran sighs). Lord Portan.,LUWIN,e1-The North Remembers,season-02,Game-of-Thrones,0.8832505941390991,NEGATIVE,luwin,,-7.969948202371597,-0.3333333333333333
" (Walks forward). My Lord, may the Old Gods watch over your brother and all our northern sons.",PORTAN,e1-The North Remembers,season-02,Game-of-Thrones,3.545463800430298,POSITIVE,portan,,3.545463800430298,1.0
 Boil this for an hour and drink the tea. Makes all your pain go away.,OSHA,e1-The North Remembers,season-02,Game-of-Thrones,1.919233441352844,NEGATIVE,osha,,-30.779610633850098,-0.41935483870967744
 Don't have any pain.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,2.832540273666382,POSITIVE,bran stark,,-32.19182248413563,-0.16666666666666666
 Lucky for you.,OSHA,e1-The North Remembers,season-02,Game-of-Thrones,4.554263114929199,POSITIVE,osha,,-26.2253475189209,-0.375
 That way.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,3.241085767745972,POSITIVE,bran stark,,-28.950736716389656,-0.14754098360655737
 You've been having those dreams again.,OSHA,e1-The North Remembers,season-02,Game-of-Thrones,2.7195403575897217,POSITIVE,osha,,-23.505807161331177,-0.3333333333333333
 I don't dream.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,0.8881886601448059,NEGATIVE,bran stark,,-29.838925376534462,-0.16129032258064516
 Everyone dreams.,OSHA,e1-The North Remembers,season-02,Game-of-Thrones,3.3898184299468994,POSITIVE,osha,,-20.115988731384277,-0.29411764705882354
 I don't. Heard some of the men talking about the comet. (Bran looks up at the comet). They say it's an omen. They say it means Robb will win a great victory in the South.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,2.0084168910980225,POSITIVE,bran stark,,-27.83050848543644,-0.14285714285714285
" Did they? (Hodor is kneeling next to the pool in the godswood. Osha begins unstrapping Bran from Hodor’s back). I heard some other fools say it's Lannister Red. Means the Lannisters will rule all Seven Kingdoms before long. I heard a stable boy say it's the color of blood, to mark the death of your father.",OSHA,e1-The North Remembers,season-02,Game-of-Thrones,1.839139461517334,NEGATIVE,osha,,-21.95512819290161,-0.3142857142857143
" The stars don't fall for men. The red comet means one thing, boy. Dragons.",OSHA,e1-The North Remembers,season-02,Game-of-Thrones,2.37847638130188,POSITIVE,osha,,-19.57665181159973,-0.2777777777777778
 The dragons are all dead. They've been dead for centuries.,BRAN,e1-The North Remembers,season-02,Game-of-Thrones,3.839182376861572,NEGATIVE,bran stark,,-31.669690862298012,-0.15625
" What did your brother say about them, Khaleesi?",DOREAH,e1-The North Remembers,season-02,Game-of-Thrones,1.7809510231018066,NEGATIVE,doreah,,8.141053527593613,0.21428571428571427
 He said they ate meat.,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,1.259685516357422,NEGATIVE,daenerys targaryen,,-18.082123652100563,-0.10091743119266056
 He didn't tell you what kind of meat?,DOREAH,e1-The North Remembers,season-02,Game-of-Thrones,3.155390501022339,NEGATIVE,doreah,,4.985663026571274,0.1724137931034483
 My brother didn't know anything about dragons. He didn't know anything about anything.,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,4.26654577255249,NEGATIVE,daenerys targaryen,,-22.348669424653053,-0.10909090909090909
 She was Drogo's first gift to me.,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,3.4847123622894287,POSITIVE,daenerys targaryen,,-18.863957062363625,-0.0990990990990991
 I remember.,JORAH,e1-The North Remembers,season-02,Game-of-Thrones,3.4825541973114014,POSITIVE,jorah mormont,,55.705589182674885,0.10638297872340426
 I promised to protect them. Promised them their enemies would die screaming. How do I make starvation scream?,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,3.354095697402954,NEGATIVE,daenerys targaryen,,-22.21805275976658,-0.10714285714285714
" A trick I never learned, I'm afraid.",JORAH,e1-The North Remembers,season-02,Game-of-Thrones,0.2319470793008804,NEGATIVE,jorah mormont,,55.473642103374004,0.09473684210526316
 Does it ever end?,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,1.8606619834899905,NEGATIVE,daenerys targaryen,,-24.07871474325657,-0.11504424778761062
" This is further east than I've ever been. But, yes, Khaleesi, everything ends, even the red waste.",JORAH,e1-The North Remembers,season-02,Game-of-Thrones,1.7357386350631714,POSITIVE,jorah mormont,,57.209380738437176,0.10416666666666667
 And you're sure there's no other way?,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,3.168381690979004,NEGATIVE,daenerys targaryen,,-27.247096434235573,-0.12280701754385964
" If we go south to the land of the Lazarheen, the Lamb Men will kill us and take your dragons. If we go west to the Dothraki Sea, the first Khalasar we meet will kill us and take your dragons.",JORAH,e1-The North Remembers,season-02,Game-of-Thrones,2.245513200759888,NEGATIVE,jorah mormont,,54.96386753767729,0.09278350515463918
 No one will take my dragons.,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,4.051284790039063,NEGATIVE,daenerys targaryen,,-31.298381224274635,-0.13043478260869565
" They are too weak to fight, as are your people. You must be their strength.",JORAH,e1-The North Remembers,season-02,Game-of-Thrones,0.1628471314907074,NEGATIVE,jorah mormont,,54.80102040618658,0.08163265306122448
 (Turns to Jorah) As you are mine.,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,3.9828555583953857,POSITIVE,daenerys targaryen,,-27.31552566587925,-0.1206896551724138
" (Speaking Dothraki) Rakharo, Aggo, Kovarro. Take our remaining horses. You will ride east, you southeast, and you northeast.",DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,3.2890703678131104,POSITIVE,daenerys targaryen,,-24.02645529806614,-0.1111111111111111
" (Speaking Dothraki) What do we seek, Khaleesi?",RAKHARO,e1-The North Remembers,season-02,Game-of-Thrones,2.0802032947540283,NEGATIVE,rakharo,,-15.387125879526138,-0.47368421052631576
" (Speaking Dothraki) Cities, living or dead. Caravans and people. Rivers or lakes or the great salt sea. Find how far the Red Waste extends before us, and what lies on the other side.",DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,2.5184664726257324,NEGATIVE,daenerys targaryen,,-26.54492177069187,-0.11864406779661017
" (Speaking Dothraki) Rokharo, you are my last hope, blood of my blood.",DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,2.604482412338257,POSITIVE,daenerys targaryen,,-23.940439358353615,-0.1092436974789916
" (Speaking Dothraki) I will not fail you, blood of my blood.",RAKHARO,e1-The North Remembers,season-02,Game-of-Thrones,3.426730871200561,POSITIVE,rakharo,,-11.960395008325577,-0.4
 You never have.,DAENERYS,e1-The North Remembers,season-02,Game-of-Thrones,2.8700759410858154,POSITIVE,daenerys targaryen,,-21.0703634172678,-0.1
